spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth62,0,83,2,0.862,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth152,0,83,2,0.341,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth12-29,0,83,2,0.824,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth114,0,83,2,0.712,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Malta,Pelagian Sea,36.134051,,,14.691761,,,,1,Tth207,0,83,2,0.77,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Ttho-7,0,43,2,0.845,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Ttho-4,0,43,2,0.775,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth217,0,43,2,0.826,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth4,0,43,2,0.924,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Ttho-1,0,43,2,0.598,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth62,0,43,2,0.856,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth152,0,43,2,0.176,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth12-29,0,43,2,0.83,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth114,0,43,2,0.669,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,A. Vella et al. (2016) J. Appl. Ichthyol. 32: 523–531,0,Spain,Strait of Gibralter,36.027478,,,-5.4864,,,,1,Tth207,0,43,2,0.754,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,East Mediterranean,40.413365,,,26.734594,,,,1,Tth-1,0,48,2,0.877,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,East Mediterranean,40.413365,,,26.734594,,,,1,Tth-4,0,48,2,0.92,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,West Mediterranean,39.841869,,,2.366645,,,,1,Tth-1,0,46,2,0.891,,Used Google Maps and map provided by the paper to find coordinates
Thunnus thynnus,Atlantic bluefin tuna,Jordi Vinas et al. (2011) Rev Fish Biol Fisheries (2011) 21:527–541,0,,West Mediterranean,39.841869,,,2.366645,,,,1,Tth-4,0,47,2,0.914,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY35,0,27,2,0.579,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY52,0,27,2,0.75,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY58,0,27,2,0.536,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY203,0,27,2,0.565,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY19,0,27,2,0.607,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY21,0,27,2,0.695,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY61,0,27,2,0.855,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY114,0,27,2,0.726,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,Dy120,0,27,2,0.826,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; DYW,21.958942,,,114.279611,,,2012-2013,1,DY142,0,27,2,0.175,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY35,0,16,2,0.672,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY52,0,16,2,0.542,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY58,0,16,2,0.274,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY203,0,16,2,0.67,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY19,0,16,2,0.624,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY21,0,16,2,0.709,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY61,0,16,2,0.85,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY114,0,16,2,0.836,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,Dy120,0,16,2,0.832,,Used Google Maps and map provided by the paper to find coordinates
Epinephelus lanceolatus,Giant grouper,QING WANG et al. (2016)Journal of Genetics 95(2) ,0,China,South China Sea; HNW,19.354146,,,112.061018,,,2012-2013,1,DY142,0,16,2,0.371,,Used Google Maps and map provided by the paper to find coordinates
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,UK,PUK: Poole,50.719152,,,-1.994402,,,,1,Hgu4,0,15,2,0.13,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,France,AFR: Arcachon,44.696193,,,-1.134308,,,,1,Hgu4,0,41,2,0.23,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Portugal,TPOa: Troia,38.469647,,,8.902527,,,,1,Hgu4,0,36,2,0.22,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Portugal,PPOa: Portimao,37.092597,,,-8.545285,,,,1,Hgu4,0,42,2,0.36,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Portugal,RPOa: Ria Formosa,37.018295,,,-8.003219,,,,1,Hgu4,0,50,2,0.36,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Spain,MSP: Malaga,36.711538,,,-4.400749,,,,1,Hgu4,0,19,2,0.37,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,France,SFR: Sete,43.318064,,,4.952544,,,,1,Hgu4,0,24,2,0.51,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Greece,GRE (CGR: Chalkida and KGR: Kalamaki),38.516805,,,23.502157,,,,1,Hgu4,0,27,2,0.26,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Hippocampus guttulatus,Long-snouted seahorse,L. C. Woodall et al. (2015) Conserv Genet 16:1139–1153,0,Bulgaria,VBU: Varna,43.208809,,,28.006891,,,,1,Hgu4,0,59,2,0.25,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Qingdao,36,9,,120,38,,,1,Po1,0,50,2,0.777,,
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Qingdao,36,9,,120,38,,,1,Po35,0,50,2,0.744,,
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Qingdao,36,9,,120,38,,,1,Po56,0,50,2,0.857,,
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Qingdao,36,9,,120,38,,,1,Po89,0,50,2,0.864,,
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Zhoushan,30,8,,122,30,,,1,Po1,0,50,2,0.745,,
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Zhoushan,30,8,,122,30,,,1,Po56,0,50,2,0.793,,
Paralichthys olivaceus,Bastard halibut,XU Dongdong et al. (2012) Chinese Journal of Oceanology and Limnology 30(4): 604-610 ,0,China,Zhoushan,30,8,,122,30,,,1,Po89,0,50,2,0.813,,
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nibea01,0,24,2,0.692,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nibea02,0,24,2,0.95,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nibea05,0,24,2,0.71,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nibea06,0,24,2,0.886,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nibea07,0,24,2,0.805,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nibea10,0,24,2,0.702,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nibea11,0,24,2,0.565,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,QD: Qingdao,36.005516,,,120.399244,,,,1,Nial28,0,24,2,0.966,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea01,0,24,2,0.757,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea02,0,24,2,0.94,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea03,0,24,2,0.817,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea04,0,24,2,0.901,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea05,0,24,2,0.716,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea06,0,24,2,0.899,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea07,0,24,2,0.84,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ZS: Zhoushan,29.907699,,,122.349826,,,,1,Nibea09,0,24,2,0.936,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea01,0,24,2,0.75,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea02,0,24,2,0.883,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea04,0,24,2,0.742,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea05,0,24,2,0.565,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea07,0,24,2,0.873,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea09,0,24,2,0.719,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea10,0,24,2,0.562,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nibea11,0,24,2,0.705,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
Nibea albiflora,Yellow drum,Dongdong Xu et al. (2017) MARINE BIOLOGY RESEARCH 13(4): 456–462 ,0,China,ND: Ningde,26.728,,,119.764132,,,,1,Nial28,0,24,2,0.856,,"Used Google Maps, site name, and map provided by the paper to find coordinates"
