"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength"
"484","Engraulis encrasicolus","European anchovy","Borrell et al. 2012 ICES Journal of Marine Science 69:1357-1371","France","North Nantes",47,-2.5,"ANCHOBAYB","2009","cytb",31,"524",0.9484,0.0103,0.016383,NA,"mtdna101",20
"485","Engraulis encrasicolus","European anchovy","Borrell et al. 2012 ICES Journal of Marine Science 69:1357-1371","Mediterranean","The Adriatic Sea",43.03,16.13,NA,"2009","cytb",20,"524",0.9842,0.00458,0.014132,NA,"mtdna101",20
"486","Engraulis encrasicolus","European anchovy","Borrell et al. 2012 ICES Journal of Marine Science 69:1357-1371","Mediterranean","The Adriatic Sea",43.03,16.13,NA,"2009","16S",20,"503",0.7579,0.0181,0.004824,NA,"mtdna101",20
"487","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","England","English Channel",50.8,0.1,NA,"2007","cytb",27,"1045",0.963,NA,0.01,NA,"mtdna102",20
"488","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","France","Bay of Biscay",43.5,-2.9,NA,"2007","cytb",23,"1045",0.98,NA,0.015,NA,"mtdna102",20
"489","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Ghana","Ghana",5.6,0,NA,"2008","cytb",25,"1045",1,NA,0.006,NA,"mtdna102",20
"490","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Guinea-Bissau","Guinea-Bissau",9.7,-14.2,NA,"2006","cytb",20,"1045",1,NA,0.006,NA,"mtdna102",20
"491","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Morocco","Tangier",35.9,-5.9,NA,"","cytb",38,"1045",0.423,NA,0.003,NA,"mtdna102",20
"492","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Norway","Norway",59,10.6,NA,"2007","cytb",24,"1045",0.953,NA,0.009,NA,"mtdna102",20
"493","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Poland","Poland",54.6,16.5,NA,"2008","cytb",9,"1045",0.917,NA,0.014,NA,"mtdna102",20
"494","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Portugal","Portugal - North",40.7,-8.8,NA,"1998","cytb",25,"1045",0.997,NA,0.013,NA,"mtdna102",20
"495","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Portugal","Portugal - South",37.1,-8.4,NA,"2007","cytb",29,"1045",0.995,NA,0.011,NA,"mtdna102",20
"496","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Senegal","Senegal",14.8,-17.6,NA,"1999","cytb",25,"1045",1,NA,0.006,NA,"mtdna102",20
"497","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Spain","Canary Islands",28.3,-15,NA,"1999","cytb",24,"1045",0.996,NA,0.007,NA,"mtdna102",20
"498","Engraulis encrasicolus","European anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","Spain","M·laga",36.6,-4.3,NA,"","cytb",31,"1045",1,NA,0.007,NA,"mtdna102",20
"499","Engraulis encrasicolus","European anchovy","ViÒas et al. 2014 ICES Journal of Marine Science 71:391-297","Aegean Sea","Aegean Sea",39,25,NA,"1996","control region",49,"402",0.996,7e-04,0.025,0.0019,"mtdna102",20
"500","Engraulis encrasicolus","European anchovy","ViÒas et al. 2014 ICES Journal of Marine Science 71:391-297","Italy","North Adriatic",45.2166666666667,12.2833333333333,NA,"1997","control region",42,"402",0.993,0.0012,0.028,0.0022,"mtdna102",20
"501","Engraulis encrasicolus","European anchovy","ViÒas et al. 2014 ICES Journal of Marine Science 71:391-297","Italy","Sicily Island",36.8333333333333,14.0833333333333,NA,"1996","control region",37,"402",0.998,0.0012,0.031,0.0026,"mtdna102",20
"502","Engraulis encrasicolus","European anchovy","ViÒas et al. 2014 ICES Journal of Marine Science 71:391-297","Italy","South Adriatic",40.65,17.9166666666667,NA,"1997","control region",38,"402",1,0.001,0.031,0.0026,"mtdna102",20
"503","Engraulis encrasicolus","European anchovy","ViÒas et al. 2014 ICES Journal of Marine Science 71:391-297","Spain","C·diz",36.5,-6.33333333333333,NA,"1997","control region",47,"402",0.993,0.001,0.017,0.0013,"mtdna102",20
"504","Engraulis encrasicolus","European anchovy","ViÒas et al. 2014 ICES Journal of Marine Science 71:391-297","Spain","Canary Islands",28.1,-15.4,NA,"1997","control region",44,"402",0.988,0.0014,0.013,0.0011,"mtdna102",20
"505","Engraulis eurystole","Silver anchovy","Silva, Horne & Castilho 2014 J. Biogeogr. 41:1171-1182","USA","USA",41.5,-66.1,NA,"2006","cytb",12,"1045",0.909,NA,0.004,NA,"mtdna102",15.5
"506","Engraulis japonicus","Japanese anchovy","Chen et al. 2010 Zoological Studies 49: 270-282 ","Taiwan","Autumn Taiwan",24.81293,121.899067,NA,"2001","cytb",45,"740",0.999,NA,0.0144,NA,"mtdna101",18
"507","Engraulis japonicus","Japanese anchovy","Chen et al. 2010 Zoological Studies 49: 270-282 ","Taiwan","Taiwan Strait",25.0333333333333,121.05,NA,"2001","cytb",44,"740",1,NA,0.013,NA,"mtdna101",18
"508","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","China","East China Sea, E8-3",32.704289,125.695634,"JANCHOTSST","2001","control region",22,"522",1,NA,0.02,NA,"mtdna101",18
"509","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","China","F4",30.486733,122.817216,NA,"2001","control region",20,"522",0.99,NA,0.018,NA,"mtdna101",18
"510","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","China","J1",26.185208,120.323319,NA,"2001","control region",20,"522",1,NA,0.018,NA,"mtdna101",18
"511","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","China","Yellow Sea, L3",36.421453,121.784501,NA,"2001","control region",17,"522",1,NA,0.017,NA,"mtdna101",18
"512","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","China","Yellow Sea, PT4",35.71547,122.410722,NA,"2001","control region",16,"522",1,NA,0.015,NA,"mtdna101",18
"513","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Anamizu, Ishikawa",37.206434,137.18488,NA,"1997","control region",18,"522",1,NA,0.018,NA,"mtdna101",18
"514","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Kagoshima Bay",31.440283,130.635393,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.018,NA,"mtdna101",18
"515","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Kosasa, Nagasaki",32.887852,129.43681,"JANCHOTSST","1996","control region",18,"522",1,NA,0.019,NA,"mtdna101",18
"516","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Miura Kanagawa",35.111632,139.653792,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.016,NA,"mtdna101",18
"517","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Mugi, Tokushima",33.652868,134.45542,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.02,NA,"mtdna101",18
"518","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Mutsu Bay",41.007148,141.106946,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.018,NA,"mtdna101",18
"519","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Teuri Island",44.400754,141.315284,NA,"2005","control region",20,"522",0.99,NA,0.018,NA,"mtdna101",18
"520","Engraulis japonicus","Japanese anchovy","Liu et al. 2006","Japan","Utatsu, Miyagi",38.68513,141.589825,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.02,NA,"mtdna101",18
"521","Engraulis japonicus","Japanese anchovy","Silva et al. 2017 Scientific Reports 7:2893","Japan","Japan",35.6,139.9,NA,"2006","cytb",24,"1044",1,NA,0.011,NA,"mtdna102",18
"522","Engraulis japonicus","Japanese anchovy","Yu et al. 2005","China","Q1 - center-south of Yellow Sea",35.461,122.4,NA,"","cytb",15,"420",0.962,0.04,0.00744,0.00458,"mtdna101",18
"523","Engraulis japonicus","Japanese anchovy","Yu et al. 2005","China","Q1 - center-south of Yellow Sea",35.461,122.4,NA,"","cytochrome c oxidase subunit I",14,"616",0.934,0.061,0.00519,0.0032,"mtdna101",18
"524","Engraulis japonicus","Japanese anchovy","Yu et al. 2005","China","Q2 - northeast East China Sea",32.436,125,"JANCHOTSST","","cytb",16,"420",0.95,0.041,0.00589,0.00376,"mtdna101",18
"525","Engraulis japonicus","Japanese anchovy","Yu et al. 2005","China","Q2 - northeast East China Sea",32.436,125,"JANCHOTSST","","cytochrome c oxidase subunit I",15,"616",0.981,0.031,0.00532,0.00325,"mtdna101",18
"526","Engraulis japonicus","Japanese anchovy","Yu et al. 2005","China","Q3 - southwest East China Sea",26.549,121.5,NA,"","cytochrome c oxidase subunit I",15,"616",0.971,0.039,0.00832,0.00479,"mtdna101",18
"527","Engraulis japonicus","Japanese anchovy","Yu et al. 2005","China","Q3 - southwest East China Sea",26.549,121.5,NA,"","cytb",15,"420",0.981,0.031,0.00603,0.00385,"mtdna101",18
"528","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","A",36,123.9,NA,"2011","cytb",18,"402",0.9542,NA,0.007,NA,"mtdna102",18
"529","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","B2",35,123.9,NA,"2011","cytb",19,"402",0.9474,NA,0.0069,NA,"mtdna102",18
"530","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","C",34,123.5,NA,"2011","cytb",7,"402",0.9048,NA,0.0074,NA,"mtdna102",18
"531","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","D",33.5,123.5,NA,"2010","cytb",17,"402",0.4706,NA,0.0014,NA,"mtdna102",18
"532","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","E2",30.5,125,NA,"2010","cytb",24,"402",0.9312,NA,0.0062,NA,"mtdna102",18
"533","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","JN",35.45,120.25,NA,"2008","cytb",18,"402",0.7363,NA,0.0039,NA,"mtdna102",18
"534","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","WH",37.24,123.28,NA,"2008","cytb",15,"402",0.9935,NA,0.009,NA,"mtdna102",18
"535","Engraulis japonicus","Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","South Korea","K",35.87,126.01,NA,"2008","cytb",14,"402",0.8762,NA,0.006,NA,"mtdna102",18
"536","Epinephelus akaara","Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","DYW",22.06,114.3,NA,"2001","control region",5,"331",0.9,0.071554175,0.007,0.002683282,"mtdna101",58
"537","Epinephelus akaara","Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","PT",25.9,119.8,NA,"2001","control region",15,"331",0.89,0.018073922,0.008,0.001290994,"mtdna101",58
"538","Epinephelus akaara","Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","SY",17.6,108.96,NA,"1999","control region",14,"331",1,0.008017837,0.012,0.001870829,"mtdna101",58
"539","Epinephelus akaara","Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","XM",24.3,118.5,NA,"2001","control region",10,"331",0.98,0.015811388,0.017,0.003162278,"mtdna101",58
"540","Epinephelus akaara","Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","ZJ",20.86,111.03,NA,"2000","control region",15,"331",0.93,0.012909944,0.01,0.001549193,"mtdna101",58
"541","Epinephelus akaara","Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","ZL",23.4,117.3,NA,"2001","control region",13,"331",0.72,0.036055513,0.006,0.0011094,"mtdna101",58
"542","Epinephelus akaara","Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","ZS",29.8,122.4,NA,"1998","control region",15,"331",0.94,0.010327956,0.011,0.001549193,"mtdna101",58
"543","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Indonesia","Bitung",1.423907,125.160842,NA,"2007-2011","control region",23,"872",0.956522,NA,NA,NA,"mtdna102",40
"544","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Indonesia","Bitung",1.423907,125.160842,NA,"2007-2011","cytb",23,"1053",0.956522,NA,NA,NA,"mtdna102",40
"545","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Amami-oshima Island",28.282984,129.354486,NA,"2007-2011","cytb",10,"1053",0.977778,NA,NA,NA,"mtdna102",40
"546","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Amami-oshima Island",28.282984,129.354486,NA,"2007-2011","control region",10,"872",1,NA,NA,NA,"mtdna102",40
"547","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Fukue Island",32.710688,128.757272,NA,"2007-2011","cytb",20,"1053",0.863158,NA,NA,NA,"mtdna102",40
"548","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Fukue Island",32.710688,128.757272,NA,"2007-2011","control region",20,"872",0.957895,NA,NA,NA,"mtdna102",40
"549","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Gaja-jima Island",29.905243,129.540414,NA,"2007-2011","cytb",20,"1053",0.931579,NA,NA,NA,"mtdna102",40
"550","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Gaja-jima Island",29.905243,129.540414,NA,"2007-2011","control region",20,"872",0.973684,NA,NA,NA,"mtdna102",40
"551","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu-oshima Island",34.750752,139.382503,NA,"2007-2011","cytb",31,"1053",0.883871,NA,NA,NA,"mtdna102",40
"552","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu-oshima Island",34.750752,139.382503,NA,"2007-2011","control region",31,"872",0.96344,NA,NA,NA,"mtdna102",40
"553","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu Peninsula",34.830122,139.075735,NA,"2007-2011","cytb",20,"1053",0.889474,NA,NA,NA,"mtdna102",40
"554","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu Peninsula",34.830122,139.075735,NA,"2007-2011","control region",20,"872",0.936842,NA,NA,NA,"mtdna102",40
"555","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kodakara-jima Island",29.223751,129.324493,NA,"2007-2011","cytb",16,"1053",0.991667,NA,NA,NA,"mtdna102",40
"556","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kodakara-jima Island",29.223751,129.324493,NA,"2007-2011","control region",16,"872",0.983333,NA,NA,NA,"mtdna102",40
"557","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kozu Island",34.216488,139.147821,NA,"2007-2011","cytb",32,"1053",0.739919,NA,NA,NA,"mtdna102",40
"558","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kozu Island",34.216488,139.147821,NA,"2007-2011","control region",32,"872",0.907258,NA,NA,NA,"mtdna102",40
"559","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kuchino-shima Island",29.969423,129.924462,NA,"2007-2011","cytb",10,"1053",0.911111,NA,NA,NA,"mtdna102",40
"560","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kuchino-shima Island",29.969423,129.924462,NA,"2007-2011","control region",10,"872",0.977778,NA,NA,NA,"mtdna102",40
"561","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Mie Prefecture",34.34222,136.697856,NA,"2007-2011","cytb",20,"1053",0.942105,NA,NA,NA,"mtdna102",40
"562","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Mie Prefecture",34.34222,136.697856,NA,"2007-2011","control region",20,"872",0.978947,NA,NA,NA,"mtdna102",40
"563","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","N. Miyazaki Prefecture",32.478625,131.672478,NA,"2007-2011","cytb",20,"1053",0.921053,NA,NA,NA,"mtdna102",40
"564","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","N. Miyazaki Prefecture",32.478625,131.672478,NA,"2007-2011","control region",20,"872",0.978947,NA,NA,NA,"mtdna102",40
"565","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Ogasawara (Bonin) Islands",27.079167,142.21702,NA,"2007-2011","cytb",60,"1053",0.909774,NA,NA,NA,"mtdna102",40
"566","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Ogasawara (Bonin) Islands",27.079167,142.21702,NA,"2007-2011","control region",60,"872",0.990395,NA,NA,NA,"mtdna102",40
"567","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Okinawa Island",26.705859,128.161069,NA,"2007-2011","cytb",25,"1053",0.953333,NA,NA,NA,"mtdna102",40
"568","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Okinawa Island",26.705859,128.161069,NA,"2007-2011","control region",25,"872",1,NA,NA,NA,"mtdna102",40
"569","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","S. Miyazaki Prefecture",31.528861,131.386604,NA,"2007-2011","cytb",22,"1053",0.939394,NA,NA,NA,"mtdna102",40
"570","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","S. Miyazaki Prefecture",31.528861,131.386604,NA,"2007-2011","control region",22,"872",1,NA,NA,NA,"mtdna102",40
"571","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Shimokoshika-jima Island",31.712163,129.724681,NA,"2007-2011","cytb",16,"1053",0.916667,NA,NA,NA,"mtdna102",40
"572","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Shimokoshika-jima Island",31.712163,129.724681,NA,"2007-2011","control region",16,"872",0.95,NA,NA,NA,"mtdna102",40
"573","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Tanegashima Island",30.630747,130.977755,NA,"2007-2011","cytb",19,"1053",0.976608,NA,NA,NA,"mtdna102",40
"574","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Tanegashima Island",30.630747,130.977755,NA,"2007-2011","control region",19,"872",0.988304,NA,NA,NA,"mtdna102",40
"575","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Yaeyama Islands",24.4,124.6,NA,"2007-2011","cytb",30,"1053",0.958621,NA,NA,NA,"mtdna102",40
"576","Epinephelus fasciatus","Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Yaeyama Islands",24.4,124.6,NA,"2007-2011","control region",30,"872",0.986207,NA,NA,NA,"mtdna102",40
