,spp,CommonName,Source,Country,Site,lat,lon,stockid,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise,file
671,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Kavaratti,10.34,72.37,NA,2008,D-loop,50,500,0.9355,NA,NA,NA,mtdna101
672,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Kochi,9.58,76.16,NA,2008,D-loop,50,500,0.9061,NA,NA,NA,mtdna101
673,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Pondicherry,11.927044,79.853967,NA,2008,D-loop,50,500,0.951,NA,NA,NA,mtdna101
674,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Port-Blair,11.4,92.46,NA,2008,D-loop,50,500,0.9192,NA,NA,NA,mtdna101
675,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Ratnagiri,16.59,73.18,NA,2008,D-loop,50,500,0.8686,NA,NA,NA,mtdna101
676,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Tuticorin,8.49,78.08,NA,2009,D-loop,50,500,0.9722,NA,NA,NA,mtdna101
677,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Verval,20.54,70.22,NA,2007,D-loop,50,500,0.9167,NA,NA,NA,mtdna101
678,Euthynnus affinis,Kawakawa,Kumar et al. 2012 Conservation Genetics 13:1119-1131,Indian Ocean,Vizag,17.42,83.15,NA,2009,D-loop,50,500,0.9478,NA,NA,NA,mtdna101
679,Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Malaysia,PM,4.23,100.52,NA,1999,D-loop,10,300,0.93,0.025298221,0.0517,NA,mtdna101
680,Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,AC,18.4,121.6,NA,1998,D-loop,7,300,0.67,0.060474316,0.0124,NA,mtdna101
681,Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,DG,6.74,125.6,NA,1997,D-loop,7,300,1,0.030237158,0.0419,NA,mtdna101
682,Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,M,10.1,118.5,NA,1997,D-loop,6,300,0.8,0.073484692,0.0213,NA,mtdna101
683,Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,OC,8.55,124.6,NA,1997,D-loop,8,300,0.89,0.038890873,0.0261,NA,mtdna101
684,Euthynnus affinis,Kawakawa,Santos et. al Philippine Journal of Science 2010 139(1):43-50,Phillipines,TS,5.4,119.9,NA,1997,D-loop,7,300,0.86,0.052915026,0.0214,NA,mtdna101
685,Eviota albolineata,White-line dwarfgoby,Farnsworth et al. 2010 Marine Biology 157:945-953 ,Australia ,Hicks Reef & Day Reef ,-14.478984,145.508362,NA,,cytochrome c oxidase subunit I,41,392,0.92,NA,0.009,NA,mtdna101
686,Eviota albolineata,White-line dwarfgoby,Farnsworth et al. 2010 Marine Biology 157:945-953 ,Australia ,North Direction Island & Lizard Island ,-14.712794,145.483486,NA,,cytochrome c oxidase subunit I,39,392,0.95,NA,0.0105,NA,mtdna101
687,Eviota queenslandica,Queensland dwarfgoby,Farnsworth et al. 2010 Marine Biology 157:945-953 ,Australia ,Martin Reef & Linnet Reef ,-14.777422,145.347378,NA,,cytochrome c oxidase subunit I,13,408,0.91,NA,0.0101,NA,mtdna101
688,Eviota queenslandica,Queensland dwarfgoby,Farnsworth et al. 2010 Marine Biology 157:945-953 ,Australia ,North Direction Island & Lizard Island ,-14.712794,145.483486,NA,,cytochrome c oxidase subunit I,21,408,0.76,NA,0.017,NA,mtdna101
689,Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Egypt,MAL,26.6,34.02,NA,2005,control region,15,390,0.99,NA,NA,NA,mtdna101
690,Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Greece,RHO,35.96,27.61,NA,2005,control region,21,390,0.181,NA,NA,NA,mtdna101
691,Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Israel,EIL,29.44,34.92,NA,2005,control region,29,390,0.998,NA,NA,NA,mtdna101
693,Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Italy,LAM,35.38,12.43,NA,2005,control region,12,390,0.6,NA,NA,NA,mtdna101
790,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Banks Peninsula,-43.58333333,172.7166667,NA,,control region,40,400,0.988,0.009,0.037,0.029,mtdna101
791,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Bluff,-46.58333333,168.3333333,NA,,control region,60,400,0.586,0.072,0.007,0.004,mtdna101
792,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Chatham Islands,-43.85,-176.45,NA,,control region,5,400,1,0.127,0.008,0.006,mtdna101
793,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Doubtful Sound. Fiordland,-45.23333333,166.85,NA,,control region,10,400,0.356,0.159,0.001,0.001,mtdna101
794,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Hauraki Gulf,-35.9,175.0833333,NA,,control region,10,400,0.844,0.102,0.008,0.006,mtdna101
795,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaikoura,-42.4,173.7,NA,,control region,4,400,1,0.167,0.043,0.029,mtdna101
796,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaipara,-36.25,174.2333333,NA,,control region,24,400,0.993,0.014,0.026,0.014,mtdna101
797,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Napier,-39.46666667,176.8833333,NA,,control region,27,400,0.993,0.012,0.022,0.012,mtdna101
798,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Nelson,-41.26666667,173.2333333,NA,,control region,8,400,1,0.063,0.026,0.016,mtdna101
799,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,New Plymouth,-39.004456,174.035392,NA,,control region,10,400,0.979,0.054,0.023,0.013,mtdna101
800,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Otago,-45.81666667,170.65,NA,,control region,57,400,0.709,0.042,0.045,0.003,mtdna101
801,Forsterygion capito,Spotted robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Wellington,-41.08333333,174.85,NA,,control region,7,400,1,0.076,0.021,0.013,mtdna101
802,Forsterygion gymnotum,Tasmanian robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Banks Peninsula,-43.58333333,172.7166667,NA,,control region,5,400,1,0.127,0.025,0.017,mtdna101
803,Forsterygion gymnotum,Tasmanian robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Bluff,-46.58333333,168.3333333,NA,,control region,6,400,1,0.096,0.024,0.015,mtdna101
804,Forsterygion gymnotum,Tasmanian robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Hauraki Gulf,-35.9,175.0833333,NA,,control region,6,400,0.933,0.122,0.024,0.015,mtdna101
805,Forsterygion gymnotum,Tasmanian robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaipara,-36.25,174.2333333,NA,,control region,12,400,1,0.034,0.031,0.017,mtdna101
806,Forsterygion gymnotum,Tasmanian robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Nelson,-41.26666667,173.2333333,NA,,control region,6,400,1,0.045,0.037,0.021,mtdna101
807,Forsterygion gymnotum,Tasmanian robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Te Arai Point,-36.1,174.6333333,NA,,control region,11,400,1,0.038,0.032,0.018,mtdna101
808,Forsterygion gymnotum,Tasmanian robust triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Wellington,-41.08333333,174.85,NA,,control region,14,400,1,0.027,0.033,0.018,mtdna101
694,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Bluff,-46.58333333,168.3333333,NA,,control region,10,400,0.2,0.154,0.001,0.001,mtdna101
695,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Catlins,-46.36666667,169.7833333,NA,,control region,13,400,0.628,0.143,0.007,0.005,mtdna101
696,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Doubtful Sound. Fiordland,-45.23333333,166.85,NA,,control region,23,400,0.609,0.103,0.006,0.004,mtdna101
697,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Great Barrier Is,-36.16666667,175.3333333,NA,,control region,10,400,0.949,0.051,0.011,0.007,mtdna101
698,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Hauraki Gulf,-35.9,175.0833333,NA,,control region,28,400,0.977,0.016,0.014,0.008,mtdna101
699,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaikoura,-42.4,173.7,NA,,control region,11,400,0.727,0.144,0.009,0.006,mtdna101
700,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Kaipara,-36.25,174.2333333,NA,,control region,4,400,1,0.177,0.015,0.011,mtdna101
701,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Napier,-39.46666667,176.8833333,NA,,control region,12,400,0.924,0.058,0.008,0.005,mtdna101
702,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,New Plymouth,-39.004456,174.035392,NA,,control region,8,400,0.929,0.084,0.007,0.005,mtdna101
703,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Otago,-45.81666667,170.65,NA,,control region,11,400,0.346,0.172,0.002,0.002,mtdna101
704,Forsterygion lapillum,Common triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Wellington,-41.08333333,174.85,NA,,control region,8,400,0.929,0.084,0.007,0.005,mtdna101
809,Forsterygion nigripenne,Estuarine triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Catlins,-46.36666667,169.7833333,NA,,control region,14,400,0.615,0.102,0.002,0.002,mtdna101
811,Forsterygion nigripenne,Estuarine triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Great Barrier Is,-36.16666667,175.3333333,NA,,control region,13,400,0.615,0.136,0.002,0.002,mtdna101
812,Forsterygion nigripenne,Estuarine triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Hauraki Gulf,-35.9,175.0833333,NA,,control region,25,400,0.84,0.049,0.005,0.004,mtdna101
813,Forsterygion nigripenne,Estuarine triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,New Plymouth,-39.004456,174.035392,NA,,control region,5,400,0.758,0.078,0.004,0.003,mtdna101
814,Forsterygion nigripenne,Estuarine triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Okuru West Coast,-43.88333333,168.9,NA,,control region,5,400,0.166,0.134,0.001,0.001,mtdna101
705,Forsterygion varium,Striped triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Bluff,-46.58333333,168.3333333,NA,,control region,15,400,0.838,0.085,0.019,0.01,mtdna101
706,Forsterygion varium,Striped triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Doubtful Sound. Fiordland,-45.23333333,166.85,NA,,control region,10,400,0.933,0.062,0.019,0.011,mtdna101
707,Forsterygion varium,Striped triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Great Barrier Is,-36.16666667,175.3333333,NA,,control region,18,400,0.974,0.029,0.019,0.011,mtdna101
708,Forsterygion varium,Striped triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Hauraki Gulf,-35.9,175.0833333,NA,,control region,16,400,0.925,0.05,0.018,0.01,mtdna101
709,Forsterygion varium,Striped triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Otago,-45.81666667,170.65,NA,,control region,19,400,0.805,0.09,0.018,0.01,mtdna101
710,Forsterygion varium,Striped triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Three Kings,-34.13333333,172.1333333,NA,,control region,33,400,0.618,0.081,0.012,0.007,mtdna101
711,Forsterygion varium,Striped triplefin,Hickey et. al 2009 Molecular Ecology 18:680-697,New Zealand,Wellington,-41.08333333,174.85,NA,,control region,6,400,0.933,0.121,0.015,0.009,mtdna101
712,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,Canada,Hecate Strait,53.216667,-130.95,PCODHS,2004,"ND2, cytb",34,1509,0.9679,NA,0.004,NA,mtdna101
713,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,Japan,Sea of Okhotsk,44.333333,135.866667,NA,2005,"ND2, cytb",34,1509,0.9768,NA,0.003,NA,mtdna101
714,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,Korea,East China Sea,38.983333,128.7,NA,2005,"ND2, cytb",34,1509,0.9234,NA,0.003,NA,mtdna101
715,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,USA,Adak Island (AK),51.666667,-176.6,PCODBSAI,2006,"ND2, cytb",36,1509,0.9397,NA,0.004,NA,mtdna101
716,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,USA,Coastal Washington,47.08472222,-125.0508333,NA,2005,"ND2, cytb",37,1509,0.9745,NA,0.003,NA,mtdna101
717,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,USA,Kodiak Island (AK),57.8,-152.516667,PCODGA,2003,"ND2, cytb",33,1509,0.9773,NA,0.004,NA,mtdna101
718,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,USA,Near Islands (AK),52.516667,173.866667,PCODBSAI,2006,"ND2, cytb",36,1509,0.9841,NA,0.004,NA,mtdna101
719,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,USA,Puget Sound,47.583333,-122.5,NA,2006,"ND2, cytb",32,1509,0.9456,NA,0.004,NA,mtdna101
720,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,USA,Strait of Georgia,48.9,-123.1,PCODWCVANI,2003,"ND2, cytb",35,1509,0.9529,NA,0.004,NA,mtdna101
721,Gadus macrocephalus,Pacific cod,Canino et al. 2010 Molecular Ecology 19:4339-4351,USA,Unimak Pass (AK),54.633333,-168.166667,PCODBSAI,2003,"ND2, cytb",35,1509,0.9328,NA,0.003,NA,mtdna101
722,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Aleutian Island,52.467578,-177.445597,PCODBSAI,2005,control region,21,452,0.49,0.12,0.00099,0.00102,mtdna101
723,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Eastern Hokkaido,41.96959,145.265709,NA,2004,control region,44,452,0.59,0.07,0.00069,8.00E-04,mtdna101
724,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Gulf of Georgia,49.17593,-123.620235,NA,2003,control region,20,452,0.42,0.12,0.00022,0.00044,mtdna101
725,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Hecate Strait,53.179008,-130.843189,NA,2004,control region,24,452,0.58,0.1,0.00074,0.00085,mtdna101
726,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Kodiak Island,56.833301,-153.096023,NA,2003,control region,22,452,0.41,0.13,0.00081,9.00E-04,mtdna101
727,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Okhotsk Sea,49.010155,148.336611,NA,2004,control region,44,452,0.59,0.04,4.00E-04,0.00059,mtdna101
728,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Sea of Japan,42.74775,137.889463,NA,2005,control region,27,452,0.71,0.07,0.0012,0.00114,mtdna101
729,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Unimak Pass,54.295662,-164.041092,PCODBSAI,2003,control region,18,452,0.63,0.13,0.00123,0.00118,mtdna101
730,Gadus macrocephalus,Pacific cod,Liu et al. 2010 Journal of Fish Biology 77:1071-1082 ,Northwestern Pacific Ocean ,Yellow Sea,38.343053,123.282168,NA,2005,control region,39,452,0.55,0.08,0.00065,0.00078,mtdna101
731,Gadus macrocephalus,Pacific cod,Gwak & Nakayama 2011 Fisheries Science 77:945-952,South Korea ,Boryeong ,36.3514,126.4917,NA,2007,control region,74,584,0.472,NA,9.00E-04,NA,mtdna101
732,Gadus macrocephalus,Pacific cod,Gwak & Nakayama 2011 Fisheries Science 77:945-952,South Korea ,Jinhae ,35.0657,128.7202,NA,2007,control region,54,584,0.206,NA,3.00E-04,NA,mtdna101
733,Gadus macrocephalus,Pacific cod,Gwak & Nakayama 2011 Fisheries Science 77:945-952,South Korea ,Jukbyeon,37.0593,129.439,NA,2006,control region,56,584,0.553,NA,0.0018,NA,mtdna101
734,Gadus morhua,Atlantic cod,Carr et al. 1995,Canada,"Chance Cove, inner part of Trinity Bay",47.665,-53.13361111,COD2J3KL,1990,cytb,47,307,0.2379,NA,0.0011,NA,mtdna101
735,Gadus morhua,Atlantic cod,Carr et al. 1995,Canada,"Flatrock , east coast of Avalon Peninsula north of St. John's",47.713069,-52.696191,COD2J3KL,1989,cytb,88,307,0.3457,NA,0.001591,NA,mtdna101
736,Gadus morhua,Atlantic cod,Carr et al. 1995,Canada,"Heart's Ease Ledge, near Random Island",48,-53.463483,COD2J3KL,1993,cytb,33,307,0.2275,NA,0.001104,NA,mtdna101
737,Gadus morhua,Atlantic cod,Carr et al. 1995,Canada,Northern Grand Banks,48.8,-51,COD2J3KL,1988,cytb,21,307,0.1812,NA,0.001494,NA,mtdna101
738,Gadus morhua,Atlantic cod,Carr et al. 1995,Canada,"Random Island, west side of Trinity Bay",48.173,-53.1175,COD2J3KL,1991,cytb,47,307,0.2745,NA,0.0011,NA,mtdna101
739,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,E. Scotian Shelf,45.644085,-59.780762,NA,1994,mitogenome,11,16575,1,NA,0.0017,NA,mtdna102
740,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,Flemish Cap,47.876838,-45.483398,NA,1993,mitogenome,11,16575,1,NA,0.0018,NA,mtdna102
741,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,Fundy,43.687105,-64.991598,NA,1994,mitogenome,10,16575,1,NA,0.0023,NA,mtdna102
742,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,Hawke Channel,53.067138,-55.667497,NA,1994,mitogenome,10,16575,1,NA,0.0024,NA,mtdna102
743,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,Hopedale,55.458002,-60.214912,NA,2013,mitogenome,12,16575,1,NA,0.0028,NA,mtdna102
744,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,Makkovik,55.088823,-59.169422,NA,2013,mitogenome,14,16575,1,NA,0.0016,NA,mtdna102
745,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,N. Grand Banks,48.202715,-51.182344,NA,1994,mitogenome,13,16575,1,NA,0.0017,NA,mtdna102
746,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,Postville,54.908829,-59.767629,NA,2014,mitogenome,14,16575,1,NA,0.0018,NA,mtdna102
747,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Canada,Random Island,48.134739,-53.55223,NA,1994,mitogenome,11,16575,1,NA,0.0021,NA,mtdna102
748,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Norway,Tromsˆ,69.652584,18.955858,NA,1989,mitogenome,7,16575,1,NA,0.0026,NA,mtdna102
749,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",Poland,Sopot,54.445718,18.575062,NA,2004,mitogenome,10,16575,1,NA,0.0027,NA,mtdna102
750,Gadus morhua,Atlantic cod,"Lait, Marshall & Carr 2018 Ecology and Evolution 8:6420-6437",USA,Georges Bank,41.066253,-68.564823,NA,1995,mitogenome,10,16575,1,NA,0.0022,NA,mtdna102
751,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36.74777778,2.667777778,NA,2010,control region,19,667,0.7836,NA,NA,NA,mtdna102
752,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36.74777778,2.667777778,NA,2010,NADH2,19,673,0.76608,NA,NA,NA,mtdna102
753,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Algeria,Bouharoun,36.74777778,2.667777778,NA,2010,cytochrome c oxidase subunit I,19,593,0.20468,NA,NA,NA,mtdna102
754,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34.46,33.29,NA,2009,control region,5,667,0.9,NA,NA,NA,mtdna102
755,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34.46,33.29,NA,2009,NADH2,5,673,0.9,NA,NA,NA,mtdna102
756,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Cyprus,Cyprus,34.46,33.29,NA,2009,cytochrome c oxidase subunit I,5,593,0.7,NA,NA,NA,mtdna102
757,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,39.00861111,8.808888889,NA,2009,control region,17,667,0.5882,NA,NA,NA,mtdna102
758,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,39.00861111,8.808888889,NA,2009,NADH2,17,673,0.8235,NA,NA,NA,mtdna102
759,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Cagliari,39.00861111,8.808888889,NA,2009,cytochrome c oxidase subunit I,17,593,0.2279,NA,NA,NA,mtdna102
760,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44.55,13.06944444,NA,2008,control region,8,667,0.92857,NA,NA,NA,mtdna102
761,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44.55,13.06944444,NA,2008,cytochrome c oxidase subunit I,8,593,0.64286,NA,NA,NA,mtdna102
762,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Fano,44.55,13.06944444,NA,2008,NADH2,8,673,0.60714,NA,NA,NA,mtdna102
763,Galeus melastomus,Blackmouth catshark,Ferrari et al. 2018 Peerj 10.7717,Italy,Ionian Sea,39.66805556,17.725,NA,2008,control region,4,667,0.8333,NA,NA,NA,mtdna102
