"","spp","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise"
"803","Myripristis jacobus","Blackbar soldierfish","Bowen et al. 2006 Marine Biology 149:899-913","USA","Florida",25.086,-81.841437,NA,"1990-1997","cytb",10,744,0.978,NA,0.004,NA
"804","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Bodega Bay, California",38.334,-123.096967,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",47,548,NA,NA,0.003,NA
"805","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Eureka, California",40.820319,-124.225185,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",40,548,NA,NA,0.003,NA
"806","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Kodiak Island, Alaska",57.017,-152.806854,NA,"1999","cytochrome c oxidase subunit I",6,548,NA,NA,0.004,NA
"807","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Monterey Bay, California",36.614,-122.153004,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",12,548,NA,NA,0.004,NA
"808","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Point Defiance, Washington",47.413,-122.377085,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",15,548,NA,NA,0.004,NA
"809","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","San Francisco, California",37.818,-122.544719,"LINGCODSPCOAST","2000","cytochrome c oxidase subunit I",30,548,NA,NA,0.003,NA
"810","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","San Juan Islands, Washington",48.517,-122.953711,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",20,548,NA,NA,0.002,NA
"811","Ophiodon elongatus","Lingcod","Markos Rogers-Bennet Dennis 2007","USA","Straits of Juan de Fuca, Washington",48.316,-123.28435,"LINGCODNPCOAST","1999","cytochrome c oxidase subunit I",16,548,NA,NA,0.001,NA
"812","Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","Bahamas","Bimini ",25.59,-79.315,NA,"2009","control region and COI",9,1029,1,NA,0.0136,NA
"813","Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","Netherlands Antilles","Aruba ",12.852,-70.057,NA,"2009","control region and COI",15,1029,1,NA,0.02584,NA
"814","Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","United States","South Florida ",25.349,-80.259,NA,"2009","control region and COI",15,1029,1,NA,0.01007,NA
"815","Opistognathus aurifrons","Yellowhead jawfish","Ho et al. 2012 Marine Ecology Progress Series 444:275-287","US Virgin Islands ","St. Thomas ",18.318,-64.99,NA,"2009","control region and COI",14,1029,1,NA,0.01625,NA
"816","Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","central Kagoshima Bay ",31.3833,130.6609,NA,"2003","control region",86,495,0.99,0.005,0.025,0.013
"817","Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","East China Sea ",31.6427,130.2557,NA,"2003","control region",86,495,0.996,0.003,0.026,0.013
"818","Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","inner Kagoshima Bay ",31.6629,130.7021,NA,"2003","control region",58,495,0.96,0.012,0.023,0.012
"819","Pagrus major","Red seabream ","Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136","Japan ","Shibushi Bay ",31.3924,131.1111,NA,"2003","control region",63,495,0.996,0.004,0.026,0.013
"820","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Greece, Eastern North Atlantic/Mediterranean","Mediterranean/Crete",35.201,21.953582,NA,"1994","control region",48,526,0.997,NA,0.014,NA
"821","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Morocco, Eastern North Atlantic/Mediterranean","Madeira",32.88,-9.930182,NA,"1997-1998","control region",43,526,0.995,NA,0.014,NA
"822","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","Portugal, Eastern North Atlantic/Mediterranean","Azores",37.85,-26.533325,NA,"1997-1998","control region",32,526,1,NA,0.013,NA
"823","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Louisiana",29.9,-88.535012,NA,"1999","control region",46,526,0.987,NA,0.01,NA
"824","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA","Gulf of Mexico/Panama City, FL",30.155,-85.857669,NA,"2003","control region",20,526,0.984,NA,0.008,NA
"825","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","Georgia",31.5,-80.844436,"RPORGYSATLC","2000-2002","control region",20,526,1,NA,0.008,NA
"826","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","North Carolina",34.5,-76.254793,"RPORGYSATLC","1999-2002","control region",49,526,0.991,NA,0.011,NA
"827","Pagrus pagrus","Red porgy","Ball et al. 2007 Mar Biol 150:1321-1332","USA, Western North Atlantic","South Carolina",33,-78.7278,"RPORGYSATLC","1996-2002","control region",60,526,0.996,NA,0.01,NA
"828","Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","Bohai Sea",37.56,119.4,NA,"","control region",13,357,0.79,0.024961509,0.004,0.00027735
"829","Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","East China Sea",29.8,123.11,NA,"","control region",22,357,0.89,0.008528029,0.007,0.000213201
"830","Pampus argenteus","Silver pomfret","Peng et. al 2009 Biochemical Systematics and Ecology 37:626-632","China","South China Sea",21.89,115.96,NA,"","control region",10,357,0.89,0.025298221,0.007,0.000632456
"831","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Asunction",26.0833333333333,-113.965277777778,NA,"","cytb",23,700,0.585,0.1222,0.001648,0.001242
"832","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Bahia Magdelena",25,-111.916666666667,NA,"","cytb",26,700,0.7538,0.09,0.002282,0.001569
"833","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Ensenada/ Todos Santos",29,-115,NA,"","cytb",28,700,0.8201,0.0736,0.002785,0.001823
"834","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Punta Banda",27.0833333333333,-113.916666666667,NA,"","cytb",35,700,0.7109,0.0869,0.002739,0.001786
"835","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","Mexico","Tijuana Estuary",32.0833333333333,-117,NA,"","cytb",34,700,0.8092,0.0703,0.002947,0.001893
"836","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Agua Hedionda",32.0833333333333,-117,NA,"","cytb",14,700,0.9231,0.0604,0.003566,0.002307
"837","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Half Moon Bay",37,-123,NA,"","cytb",17,700,0.8824,0.0718,0.002894,0.001925
"838","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Los Angeles",34,-118,NA,"","cytb",26,700,0.7785,0.0792,0.002548,0.001707
"839","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Mission Bay",33,-117,NA,"","cytb",38,700,0.8192,0.0621,0.003116,0.001972
"840","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Oceanside Harbor",33,-117,NA,"","cytb",31,700,0.7269,0.0832,0.002078,0.001453
"841","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Diego",33.1333333333333,-117,NA,"","cytb",30,700,0.6805,0.0951,0.002093,0.001463
"842","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Diego Bay",33,-117,NA,"","cytb",35,700,0.8185,0.0667,0.002833,0.001833
"843","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","San Dieguito",33.1333333333333,-115.916666666667,NA,"","cytb",27,700,0.735,0.092,0.001991,0.001415
"844","Paralichthys californicus","California Halibut","Craig et al. 2011 Bulletin, Southern California Academy of Sciences 110:141-151","USA","Santa Barbara",34.1333333333333,-120,NA,"","cytb",11,700,0.8182,0.1191,0.002563,0.001816
"845","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","AKT",40,139.9,"OFLOUNNSJ","2003","ND2 and ND5",45,2871,0.999,0.000745356,0.0084,0.000626099
"846","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","CHB",35.8,140.8,"OFLOUNPAC","2003","ND2 and ND5",74,2871,0.9979,0.000116248,0.0083,0.000476615
"847","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","EHM",34,133.1,"OFLOUNSETO","2003/2004","ND2 and ND5",112,2871,0.9968,0.000179533,0.0079,0.000368515
"848","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","FKI",35.600444,135.352528,"OFLOUNNSJ","2003","ND2 and ND5",126,2871,0.9933,0.000712697,0.0083,0.000374166
"849","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","HKD",43.2,140.4,"OFLOUNNSJ","2003/2005","ND2 and ND5",55,2871,0.9987,0.000512392,0.008,0.000525876
"850","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","KGS",31.731742,129.986771,"OFLOUNECS","2004","ND2 and ND5",64,2871,0.996,0.000525,0.0082,5e-04
"851","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","MYG",37.2,141,"OFLOUNPAC","2003","ND2 and ND5",39,2871,0.998,0.000208167,0.008,0.0006245
"852","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","NGS",32.7,129.5,"OFLOUNECS","2005","ND2 and ND5",42,2871,0.9988,0.000848668,0.0085,0.000648074
"853","Paralichthys olivaceus","Bastard halibut","Shigenobu et. al 2007 Fisheries Science 73:1104-1112","Japan","TTR",35.4,133.7,"OFLOUNNSJ","2003/2004","ND2 and ND5",165,2871,0.9981,0.000210195,0.0083,0.000319185
"854","Paralichthys olivaceus","Japanese flounder ","Li et al 2011 African Journal of Biotechnology 10(60):12833-12839","Yellow Sea and East China Sea","Qindao",36.15,120.633333333333,NA,"2006","cytochrome c oxidase subunit I",50,528,0.746,NA,0.00334,NA
"855","Paralichthys olivaceus","Japanese flounder ","Li et al 2011 African Journal of Biotechnology 10(60):12833-12839","Yellow Sea and East China Sea","Zhoushan",30.1333333333333,122.5,NA,"2008","cytochrome c oxidase subunit I",50,528,0.712,NA,0.00318,NA
"856","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","A170",30.53,122.5,NA,"2004","control region",12,479,1,0.009814955,0.018,0.002886751
"857","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","C13",26.89,121.19,NA,"2005","control region",4,479,1,0.0885,0.017,0.006
"858","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","F02",28.17,122.2,NA,"2005","control region",8,479,1,0.022273864,0.013,0.002828427
"859","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","Guangzhou",21.8,113.6,NA,"2003","control region",15,479,0.991,0.007229569,0.017,0.000490578
"860","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","China","Qingdao",35.87,120.6,NA,"2003","control region",27,479,0.997,0.002116951,0.016,0.001732051
"861","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","East China Sea","B16",30.6,126.9,NA,"2004","control region",5,479,1,0.056796127,0.014,0.004024922
"862","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","East China Sea","B21",29.7,125.2,NA,"2004","control region",9,479,0.889,0.303333333,0.014,0.002666667
"863","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Japan","Ariake Sea",32.6,128.86,NA,"2005","control region",19,479,0.983,0.005047146,0.009,0.001147079
"864","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Japan","C20",26.5,124.4,NA,"2005","control region",7,479,0.952,0.036284589,0.012,0.003023716
"865","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Japan","Ise Bay",34.4,137.4,NA,"2005","control region",19,479,0.965,0.008258966,0.008,0.001147079
"866","Pennahia argentata","Silver croaker","Han et. al 2008 Fisheries Science 74:770-780","Korea","A12",33.3,125.5,NA,"2004","control region",4,479,1,0.0885,0.011,0.004
"867","Plectropomus leopardus","Leopard coralgrouper","Herwerden et. al 2009 Marine Biology 156:1595-1607","Australia","Abrolhos Islands",-28.7,113.61,NA,"","HVR I",42,NA,0.99,0.009,0.0287,0.01454
"868","Plectropomus leopardus","Leopard coralgrouper","Herwerden et. al 2009 Marine Biology 156:1595-1607","Australia","Scott Reef",-13.5,123,NA,"","HVR I",88,NA,0.97,0.012,0.0134,0.00704
"869","Plectropomus leopardus","Leopard coralgrouper","Herwerden et. al 2009 Marine Biology 156:1595-1607","French Republic","New Calcedonia",-22.69,167.3,NA,"","HVR I",18,NA,0.97,0.029,0.02512,0.01321
"870","Plectropomus leopardus","Leopard coralgrouper","Herwerden et. al 2009 Marine Biology 156:1595-1607","Taiwan","Taiwan",23.07,119.9,NA,"","HVR I",24,NA,0.99,0.014,0.02899,0.01498
"871","Plectropomus maculatus","Spotted coralgrouper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Capricorn Bunker Islands ",-23,151,NA,"2006.5","HVR I",40,595,0.982,NA,0.014,0.007
"872","Plectropomus maculatus","Spotted coralgrouper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Keppel Islands ",-23,150,NA,"2006.5","HVR I",51,595,0.967,NA,0.017,0.009
"873","Plectropomus maculatus","Spotted coralgrouper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Palm Islands ",-18,146,NA,"2006.5","HVR I",30,595,0.948,NA,0.012,0.007
"874","Plectropomus maculatus","Spotted coralgrouper ","Evans et al. 2010 Fisheries Research 102:16-25","Australia ","Whitsunday Islands ",-20,148,NA,"2006.5","HVR I",43,595,0.948,NA,0.016,0.008
"875","Pleuragramma antarcticum","Antarctic silverfish","Zane et al. 2006","Antarctica","Elephant Island, South Shetland Islands",-60,-55.14815,NA,"1996","D-loop",19,400,0.941,NA,0.009069,NA
"876","Pleuragramma antarcticum","Antarctic silverfish","Zane et al. 2006","Antarctica","Halley Bay, Weddell Sea",-74.776,-48.564343,NA,"1991","D-loop",50,400,0.864,NA,0.007513,NA
"877","Pleuragramma antarcticum","Antarctic silverfish","Zane et al. 2006","Antarctica","King George Island, Southern Scotia Arc",-61.904,-57.14645,NA,"1997","D-loop",47,400,0.885,NA,0.007709,NA
"878","Pleuragramma antarcticum","Antarctic silverfish","Zane et al. 2006","Antarctica","Terra Nova Bay, Ross Sea",-75,-170.835995,NA,"1996","D-loop",61,400,0.917,NA,0.009531,NA
"879","Pleuronectes herzensteini","Brown Sole","Kim et al. 2010 Animal Cells and Systems 14:197-206","Japan","Erimo",41,144.5,NA,"","control region",48,484,0.989,NA,0.02,NA
"880","Pleuronectes herzensteini","Brown Sole","Kim et al. 2010 Animal Cells and Systems 14:197-206","Japan","Onishika",44.5,141.3,NA,"","control region",46,484,0.992,NA,0.02,NA
"881","Pleuronectes herzensteini","Brown Sole","Kim et al. 2010 Animal Cells and Systems 14:197-206","Japan","Teshio",45,141.6,NA,"","control region",48,484,0.996,NA,0.022,NA
"882","Pleuronectes herzensteini","Brown Sole","Kim et al. 2010 Animal Cells and Systems 14:197-206","Japan","Tomakomai",43,143,NA,"","control region",44,484,0.996,NA,0.021,NA
"883","Pleuronectes herzensteini","Brown Sole","Kim et al. 2010 Animal Cells and Systems 14:197-206","Japan","Tomamae",44.7,143,NA,"","control region",46,484,0.996,NA,0.02,NA
"884","Pleuronectes herzensteini","Brown Sole","Kim et al. 2010 Animal Cells and Systems 14:197-206","Japan","Yoichi",44,141,NA,"","control region",48,484,0.997,NA,0.015,NA
"885","Pleuronectes herzensteini","Brown Sole","Kim et al. 2010 Animal Cells and Systems 14:197-206","Korea","Gangneung",37,129,NA,"","control region",28,484,1,NA,0.019,NA
"886","Pleuronectes yokohamae","Marbeled sole","Lee et al. 2012 Animal Cells and Systems","Korea ","Hansan",34.8,128.4,NA,"2010","control region",56,379,0.961,NA,NA,NA
"887","Pleuronectes yokohamae","Marbeled sole","Lee et al. 2012 Animal Cells and Systems","Korea ","Jaran Bay",34.85,128.2,NA,"2010","control region",51,379,0.917,NA,NA,NA
"888","Pleuronectes yokohamae","Marbeled sole","Lee et al. 2012 Animal Cells and Systems","Korea ","Jinhae Bay",34.9,128.3,NA,"2010","control region",50,379,0.976,NA,NA,NA
"889","Pleuronectes yokohamae","Marbeled sole","Lee et al. 2012 Animal Cells and Systems","Korea ","Namhae",34.45,127.6,NA,"2011","control region",53,379,0.967,NA,NA,NA
"890","Pleuronectes yokohamae","Marbeled sole","Lee et al. 2012 Animal Cells and Systems","Korea ","Yokji Island",34.38,128.3,NA,"2010","control region",55,379,0.983,NA,NA,NA
"891","Pomacentrus coelestis","Neon damsel ","Liu et al. 2010 Marine and Freshwater Research 61:1416-1424","Taiwan","MA",27,155,NA,"2007","control region",25,343,0.943,NA,0.01,NA
"892","Pomacentrus coelestis","Neon damsel ","Liu et al. 2010 Marine and Freshwater Research 61:1416-1424","Taiwan","SK",25,130,NA,"2007","control region",16,343,0.908,NA,0.011,NA
"893","Pomacentrus coelestis","Neon damsel ","Liu et al. 2010 Marine and Freshwater Research 61:1416-1424","Taiwan","YL",28,154,NA,"2007","control region",26,343,0.948,NA,0.013,NA
"894","Pomacentrus coelestis","Neon damsel ","Liu et al. 2012 Marine Ecology Progress Series 458:155-167","West Pacific Ocean ","AU",-23.044,152.98,NA,"","control region",17,343,0.9167,NA,0.0107,NA
"895","Pomacentrus coelestis","Neon damsel ","Liu et al. 2012 Marine Ecology Progress Series 458:155-167","West Pacific Ocean ","CE ",-1.0166,135.227,NA,"","control region",13,343,0.1538,NA,5e-04,NA
"896","Pomacentrus coelestis","Neon damsel ","Liu et al. 2012 Marine Ecology Progress Series 458:155-167","West Pacific Ocean ","CH ",2.2346,152.893,NA,"","control region",11,343,0.7455,NA,0.0034,NA
"897","Pomacentrus coelestis","Neon damsel ","Liu et al. 2012 Marine Ecology Progress Series 458:155-167","West Pacific Ocean ","FI",-15.67,176.97,NA,"","control region",3,343,1,NA,0.0254,NA
"898","Pomacentrus coelestis","Neon damsel ","Liu et al. 2012 Marine Ecology Progress Series 458:155-167","West Pacific Ocean ","KA ",0.4113,129.651,NA,"","control region",7,343,1,NA,0.0489,NA
