spp,CommonName,Source,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,MarkerName,n,bp,He,Hese,Pi,Pise
Cephalopholis argus ,Peacock hind ,Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957,United States,Nihoa,23.0563,,,-161.9168,,,,cytochrome b ,13,615,0.56,0.11,0.001,0.001
Cephalopholis argus ,Peacock hind ,Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957,United States,Necker ,23.5766,,,-164.6977,,,,cytochrome b ,9,615,0.56,0.17,0.001,0.001
Cephalopholis argus ,Peacock hind ,Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957,United States,French Frigate Shoals ,23.7384,,,-166.1398,,,,cytochrome b ,4,615,0.5,0.27,0.001,0.001
Lutjanus kasmira ,Bluestriped Snapper ,Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957,United States,Hawai'i Island ,19.5803,,,-156.0226,,,,cytochrome b ,49,447,0.89,0.03,0.005,0.003
Lutjanus kasmira ,Bluestriped Snapper ,Gaither et al. 2012 Proceedings of the Royal Society B 279:3948-3957,United States,O'ahu,21.131,,,-158.113,,,,cytochrome b ,44,447,0.93,0.02,0.005,0.003
Acanthocybium solandri,Wahoo,"Garber, Tringali & Franks 2005",United States,Atlantic Ocean off North Carolina,34.8,,,-70,,,2000/2001,Control region,23,890,1,,0.053,
Acanthocybium solandri,Wahoo,"Garber, Tringali & Franks 2005",United States,East Central Florida,28.304,,,-75,,,2001,Control region,30,890,1,,0.055,
Acanthocybium solandri,Wahoo,"Garber, Tringali & Franks 2005",Bahamas,"Bimini, Bahamas",25.739,,,-79,2,5,1997/1998,Control region,40,890,1,,0.05,
Acanthocybium solandri,Wahoo,"Garber, Tringali & Franks 2005",United States,Southern tip of Florida,25.205,,,-76,,,2000/2001,Control region,21,890,0.995,,0.049,
Acanthocybium solandri,Wahoo,"Garber, Tringali & Franks 2005",,Caribbean Sea off the Cayman Islands,19.303,,,-75,,,2001,Control region,23,890,1,,0.052,
Acanthocybium solandri,Wahoo,"Garber, Tringali & Franks 2005",United States,Northern Gulf of Mexico,29.229,,,-84,,,1998-2000,Control region,54,890,0.999,,0.055,
Acanthocybium solandri,Wahoo,"Garber, Tringali & Franks 2005",USA,Central Pacific Ocean off Hawaiian Islands,22,,,-158,,,2000,Control region,40,890,1,,0.055,
Sardinops sagax ,South American pilchard ,Garcia-Rodriguez et al. 2011 Fisheries Research 107:169-176,Mexico ,Ensenada ,31,,,-116,,,2007,control region,47,500,0.991,0.0064,0.018709,0.00971
Sardinops sagax ,South American pilchard ,Garcia-Rodriguez et al. 2011 Fisheries Research 107:169-176,Mexico ,Bahia Magdalena ,23.5,,,-112,,,2007,control region,33,500,0.992,0.0104,0.018015,0.009465
Sardinops sagax ,South American pilchard ,Garcia-Rodriguez et al. 2011 Fisheries Research 107:169-176,Mexico ,Bahia Magdalena ,24.5,,,-112,,,2006,control region,73,500,1,0.0023,0.017029,0.008828
Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Egypt,MAL,26.6,,,34.02,,,2005,control region,15,390,0.99,,,
Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Israel,EIL,29.44,,,34.92,,,2005,control region,29,390,0.998,,,
Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Israel,HAI,32.5,,,34.81,,,2005,control region,12,390,0,,,
Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Greece,RHO,35.96,,,27.61,,,2005,control region,21,390,0.181,,,
Fistularia commersonii,Bluespotted cornetfish,Golani et. al 2007 Biology Letters 3:541-545,Italy,LAM,35.38,,,12.43,,,2005,control region,12,390,0.6,,,
Scomberomorus brasiliensis ,Serra Spanish mackerel ,Gold et al. 2010 Fisheries Research 103:30-39,Trinidad and Tobago ,South Coast Trinidad ,10.0573,,,-61.708,,,2007.5,NADH-dehydrogenase subunit 4 (ND-4),25,590,0.87,,0.0064,
Scomberomorus brasiliensis ,Serra Spanish mackerel ,Gold et al. 2010 Fisheries Research 103:30-39,Trinidad and Tobago ,West Coast Trinidad ,10.4505,,,-61.5281,,,2007.5,NADH-dehydrogenase subunit 4 (ND-4),25,590,0.867,,0.0067,
Scomberomorus brasiliensis ,Serra Spanish mackerel ,Gold et al. 2010 Fisheries Research 103:30-39,Trinidad and Tobago ,North Coast Trinidad ,10.7839,,,-61.4636,,,2007.5,NADH-dehydrogenase subunit 4 (ND-4),25,590,0.813,,0.0049,
Scomberomorus brasiliensis ,Serra Spanish mackerel ,Gold et al. 2010 Fisheries Research 103:30-39,Venezuela ,Isla de Margarita ,10.9356,,,-63.8565,,,2007.5,NADH-dehydrogenase subunit 4 (ND-4),26,590,0.767,,0.0069,
Scomberomorus brasiliensis ,Serra Spanish mackerel ,Gold et al. 2010 Fisheries Research 103:30-39,Venezuela ,Cumana ,10.4421,,,-64.2232,,,2007.5,NADH-dehydrogenase subunit 4 (ND-4),29,590,0.731,,0.0121,
Lutjanus synagris ,Lane Snapper ,Gold et al. 2011 North American Journal of Fisheries Management 31:209-223,United States,Florida Keys (Marathon),24.7556,,,-81.1231,,,2008,NADH-dehydrogenase subunit 4 (ND-4),32,590,,,0.0046,
Lutjanus synagris ,Lane Snapper ,Gold et al. 2011 North American Journal of Fisheries Management 31:209-223,United States,Puerto Rico-east ,18.3004,,,-65.5919,,,2008,NADH-dehydrogenase subunit 4 (ND-4),25,590,,,0.0044,
Lutjanus synagris ,Lane Snapper ,Gold et al. 2011 North American Journal of Fisheries Management 31:209-223,United States,Puerto Rico-west ,18.3161,,,-67.3991,,,2008,NADH-dehydrogenase subunit 4 (ND-4),26,590,,,0.0024,
Lutjanus synagris ,Lane Snapper ,Gold et al. 2011 North American Journal of Fisheries Management 31:209-223,United States,St. Thomas ,18.3004,,,-64.9602,,,2008,NADH-dehydrogenase subunit 4 (ND-4),25,590,,,0.0029,
Lutjanus synagris ,Lane Snapper ,Gold et al. 2011 North American Journal of Fisheries Management 31:209-223,United States,St. Croix ,17.7231,,,-64.9064,,,2008,NADH-dehydrogenase subunit 4 (ND-4),25,590,,,0.0024,
Lutjanus purpureus,Southern red snapper,Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376,Brazil,Amapa,3,20,,-50,41,,,control region,37,400,0.997,0.001150793,0.025,0.000164399
Lutjanus purpureus,Southern red snapper,Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376,Brazil,Para,0,8,,-47,32,,,control region,30,400,0.998,0.001643168,0.027,0.000182574
Lutjanus purpureus,Southern red snapper,Gomes et. al 2008 Genetics and Molecular Biology 31(1):372-376,Brazil,Maranhao,2,13,,-42,39,,,control region,26,400,0.997,0.002353394,0.027,0.000392232
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert & Perez-Ruzafa 2012 Marine Ecology 33:337-349,France ,Banyuls,42.6,,,3.1758,,,2006.5,cytochrome b ,22,661,0.5513,,0.0021,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert & Perez-Ruzafa 2012 Marine Ecology 33:337-349,Spain ,Murica ,37.6409,,,-0.6912,,,2006.5,cytochrome b ,25,661,0.5604,,0.0016,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert & Perez-Ruzafa 2012 Marine Ecology 33:337-349,Portugal ,Quarteira ,37.0628,,,-8.1064,,,2006.5,cytochrome b ,25,661,0.5524,,0.0009,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert & Perez-Ruzafa 2012 Marine Ecology 33:337-349,Portugal ,Ria Formosa ,37.0276,,,-7.8183,,,2006.5,cytochrome b ,24,661,0.7572,,0.0045,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert & Perez-Ruzafa 2012 Marine Ecology 33:337-349,Spain ,Mar Menor ,37.6909,,,-0.8237,,,2006.5,cytochrome b ,22,661,0.8528,,0.0021,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert & Perez-Ruzafa 2012 Marine Ecology 33:337-349,Spain ,Galicia ,43.2277,,,-9.218,,,2006.5,cytochrome b ,24,661,0.5507,,0.0011,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert et al. 2011 Marine Biology Research 7:250-260,Italy ,Castellamare ,38.3275,,,12.5785,,,2004.5,control region ,20,410,1,,0.0176,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert et al. 2011 Marine Biology Research 7:250-260,Spain ,Mallorca ,39.1933,,,3.027,,,2004.5,control region ,22,410,0.9926,,0.0218,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert et al. 2011 Marine Biology Research 7:250-260,Portugal ,Azores ,37.8115,,,-24.1,,,2004.5,control region ,20,410,0.9766,,0.023,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert et al. 2011 Marine Biology Research 7:250-260,Spain ,Canary Islands ,28.9792,,,-15.0897,,,2004.5,control region ,20,410,0.9872,,0.0247,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert et al. 2011 Marine Biology Research 7:250-260,Tunisia ,Tunisia ,37.2652,,,10.7308,,,2004.5,control region ,22,410,1,,0.0271,
Diplodus sargus sargus ,White seabream ,Gonzalez-Wanguemert et al. 2011 Marine Biology Research 7:250-260,Portugal ,Faro,37.0163,,,-8.2477,,,2004.5,control region ,20,410,1,,0.0234,
Hippocampus kuda,Spotted seahorse,Goswami et. al 2009 Hydrobiologia 621:213-221,India,Mandapam,9,16,39,79,7,27,,cytochrome b,20,350,0.52,,0.004,
Hippocampus kuda,Spotted seahorse,Goswami et. al 2009 Hydrobiologia 621:213-221,India,Kollam,8,52,29,76,35,18,,cytochrome b,17,350,0.61,,0.006,
Hippocampus trimaculatus,Longnose seahorse,Goswami et. al 2009 Hydrobiologia 621:213-221,India,Mandapam,9,16,39,79,7,27,,cytochrome b,24,350,0.47,,0.007,
Hippocampus trimaculatus,Longnose seahorse,Goswami et. al 2009 Hydrobiologia 621:213-221,India,Kollam,8,52,29,76,35,18,,cytochrome b,15,350,0.39,,0.005,
Sphaeramia orbicularis,Orbiculate cardinalfish,Gotoh et. al 2009 Genes Genetic Systems 84:287-295,Palau,NLK,7.31,,,134.49,,,,control region,26,824,0.465,0.016865988,0.113,0.017454336
Sphaeramia orbicularis,Orbiculate cardinalfish,Gotoh et. al 2009 Genes Genetic Systems 84:287-295,Palau,CLM,7.15,,,134.35,,,,control region,30,824,0.067,0.011137025,0.008,0.00346891
Sphaeramia orbicularis,Orbiculate cardinalfish,Gotoh et. al 2009 Genes Genetic Systems 84:287-295,Palau,JFL,7.15,,,134.3,,,,control region,26,824,0.219,0.020199962,0.063,0.011963084
Sphaeramia orbicularis,Orbiculate cardinalfish,Gotoh et. al 2009 Genes Genetic Systems 84:287-295,Palau,PPE,7.05,,,134.26,,,,control region,26,824,0.526,0.023141704,0.147,0.021180543
Sphaeramia orbicularis,Orbiculate cardinalfish,Gotoh et. al 2009 Genes Genetic Systems 84:287-295,Palau,JFOS,7.16,,,134.37,,,,control region,25,824,0.423,0.0238,0.103,0.0168
Sphaeramia orbicularis,Orbiculate cardinalfish,Gotoh et. al 2009 Genes Genetic Systems 84:287-295,Palau,CMR,7.5,,,134.49,,,,control region,24,824,0.815,0.008981462,0.198,0.02755676
Cetengraulis edentulus ,Atlantic anchoveta ,Grant et al. 2010 Journal of Biogeography 37:1352-1362,Trinidad and Tobago ,Western Atlantic ,10.8283,,,-61.4356,,,,cyt b ,25,521,0.853,,,
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,China ,"Rongcheng, Yellow Sea ",36.7417,,,122.758,,,2003,control region,39,463,0.908,0.003843076,0.0098,0.000880705
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,Japan,"Shimane, Sea of Japan ",35.6807,,,133.5373,,,2007,control region,24,463,0.975,0.003878359,0.0117,0.001326807
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,Japan,"Ishikari Bay, Sea of Japan ",43.3115,,,141.1668,,,2005,control region,24,463,0.935,0.005103104,0.011,0.001245157
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,Japan,"North of Hokkaido, Okhotsk Sea ",42.8522,,,144.0288,,,2004,control region,26,463,0.945,0.004706787,0.0111,0.00121592
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,Russia ,"Akkeshi, East of Hokkaido",46.6355,,,143.6351,,,2005,control region,36,463,0.975,0.002333333,0.0124,0.001116667
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,Russia ,"West Kamchatka, Okhotsk Sea ",52.8966,,,155.43,,,2007,control region,29,463,0.948,0.005199469,0.0113,0.001169881
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,United States,"Togiak, Bering Sea ",58.6739,,,-160.0814,,,2007,control region,30,463,0.894,0.006755245,0.0125,0.001241504
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,United States,"Sitka, Gulf of Alaska ",56.8881,,,-135.8982,,,2007,control region,26,463,0.963,0.005295136,0.0235,0.002412228
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,Canada ,"Strait of Georgia, NE Pacific ",49.3473,,,-123.8583,,,2009,control region,24,463,0.978,0.004286607,0.0214,0.002306603
Clupea pallasii pallasii ,Pacific herring ,Grant et al. 2012 Molecular Phylogenetics and Evolution 65:203-212,United States,"Coastal Washington, NE Pacific ",47.7511,,,-124.6,,,2005,control region,84,463,0.98,0.000872872,0.0238,0.001320218
Gadus macrocephalus ,Pacific cod ,Gwak & Nakayama 2011 Fisheries Science 77:945-952,South Korea ,Boryeong ,36.3514,,,126.4917,,,2007,control region,74,584,0.472,,0.0009,
Gadus macrocephalus ,Pacific cod ,Gwak & Nakayama 2011 Fisheries Science 77:945-952,South Korea ,Jinhae ,35.0657,,,128.7202,,,2007,control region,54,584,0.206,,0.0003,
Gadus macrocephalus ,Pacific cod ,Gwak & Nakayama 2011 Fisheries Science 77:945-952,South Korea ,Jukbyeon,37.0593,,,129.439,,,2006,control region,56,584,0.553,,0.0018,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Taean,36.6513,,,126.2388,,,2007,COI ,50,697,0.81,,0.003,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Taean,36.6513,,,126.2388,,,2007,COIII-ND3-ND4L,50,764,0.84,,0.002,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Taean,36.6513,,,126.2388,,,2007,cytochrome b ,50,865,0.97,,0.004,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Jumoonjin,37.8872,,,128.8351,,,2007,COI ,39,697,0.55,,0.002,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Jumoonjin,37.8872,,,128.8351,,,2007,COIII-ND3-ND4L,39,764,0.79,,0.002,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Jumoonjin,37.8872,,,128.8351,,,2007,cytochrome b ,39,865,0.95,,0.005,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Tongyoung,34.9468,,,128.46,,,2008,COI ,50,697,0.66,,0.002,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Tongyoung,34.9468,,,128.46,,,2008,COIII-ND3-ND4L,50,764,0.81,,0.002,
Hexagrammos otakii,Fat greenling ,Habib et al. 2011 Genes & Genomics 33:413-423,South Korea ,Tongyoung,34.9468,,,128.46,,,2008,cytochrome b ,50,865,0.95,,0.004,
Pagrus major ,Red seabream ,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,East China Sea ,31.6427,,,130.2557,,,2003,control region,86,495,0.996,0.003,0.026,0.013
Pagrus major ,Red seabream ,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,Shibushi Bay ,31.3924,,,131.1111,,,2003,control region,63,495,0.996,0.004,0.026,0.013
Pagrus major ,Red seabream ,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,central Kagoshima Bay ,31.3833,,,130.6609,,,2003,control region,86,495,0.99,0.005,0.025,0.013
Pagrus major ,Red seabream ,Hamasaki et al. 2010 Journal of Fish Biology 77:2123-2136,Japan ,inner Kagoshima Bay ,31.6629,,,130.7021,,,2003,control region,58,495,0.96,0.012,0.023,0.012
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,Qingdao,35.87,,,120.6,,,2003,control region,27,479,0.997,0.002116951,0.016,0.001732051
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,A170,30.53,,,122.5,,,2004,control region,12,479,1,0.009814955,0.018,0.002886751
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Korea,A12,33.3,,,125.5,,,2004,control region,4,479,1,0.0885,0.011,0.004
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,East China Sea,B16,30.6,,,126.9,,,2004,control region,5,479,1,0.056796127,0.014,0.004024922
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,East China Sea,B21,29.7,,,125.2,,,2004,control region,9,479,0.889,0.303333333,0.014,0.002666667
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,C13,26.89,,,121.19,,,2005,control region,4,479,1,0.0885,0.017,0.006
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Japan,C20,26.5,,,124.4,,,2005,control region,7,479,0.952,0.036284589,0.012,0.003023716
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,F02,28.17,,,122.2,,,2005,control region,8,479,1,0.022273864,0.013,0.002828427
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,China,Guangzhou,21.8,,,113.6,,,2003,control region,15,479,0.991,0.007229569,0.017,0.000490578
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Japan,Ariake Sea,32.6,,,128.86,,,2005,control region,19,479,0.983,0.005047146,0.009,0.001147079
Pennahia argentata,Silver croaker,Han et. al 2008 Fisheries Science 74:770-780,Japan,Ise Bay,34.4,,,137.4,,,2005,control region,19,479,0.965,0.008258966,0.008,0.001147079
Thalassoma bifasciatum,Bluehead wrasse,Haney Silliman Rand 2007,St Croix,Butler Bay,17.751731,,,-64.903122,,,,control region,49,380,0.993,,0.02,
Thalassoma bifasciatum,Bluehead wrasse,Haney Silliman Rand 2007,St Croix,Grapetree Bay,17.7392,,,-64.591807,,,,control region,51,380,0.987,,0.019,
Thalassoma bifasciatum,Bluehead wrasse,Haney Silliman Rand 2007,St Croix,Jack Bay,17.743845,,,-64.580931,,,,control region,47,380,0.989,,0.021,
Thalassoma bifasciatum,Bluehead wrasse,Haney Silliman Rand 2007,St Croix,Northstar Bay,17.764,,,-64.837104,,,,control region,51,380,0.981,,0.018,
Thalassoma bifasciatum,Bluehead wrasse,Haney Silliman Rand 2007,Bahamas,San Salvador,24.046,,,-74.625414,,,,control region,39,380,0.982,,0.019,
Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"East side of San Juan Island, near Friday Harbor Laboratories",48.534,,,-123.001653,,,,control region,28,,,,0.012,
Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"Point George, South of Shaw Island",48.55,,,-122.971097,,,,control region,32,,,,0.008,
Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"North of Shaw Island, Broken Point",48.596,,,-122.956162,,,,control region,25,,,,0.01,
Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"West side of San Juan Island, off Eagle Cove",48.459,,,-123.062936,,,,control region,19,,,,0.012,
Sebastes emphaeus,Puget Sound rockfish,Hempelmann et al. 2004,USA,"Off Boeing Creek, Seattle",47.753,,,-122.396214,,,,control region,23,,,,0.012,
Lichia amia,Leerfish,Henriques et. al 2012 African Journal of Marine Science 34(4):585-591,Angola,FLA,-15.81,,,11.82,,,2009,control region,20,581,0.765,,0.002,
Lichia amia,Leerfish,Henriques et. al 2012 African Journal of Marine Science 34(4):585-591,South Africa,WestC,-34.3,,,18.7,,,2009,control region,17,581,0.765,,0.003,
Lichia amia,Leerfish,Henriques et. al 2012 African Journal of Marine Science 34(4):585-591,South Africa,EastC,-34.09,,,25.39,,,2009,control region,20,581,0.658,,0.002,
Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,Australia,Scott Reef,-13.5,,,123,,,,HVR-I,88,,0.97,0.012,0.0134,0.00704
Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,Australia,Abrolhos Islands,-28.7,,,113.61,,,,HVR-I,42,,0.99,0.009,0.0287,0.01454
Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,French Republic,New Calcedonia,-22.69,,,167.3,,,,HVR-I,18,,0.97,0.029,0.02512,0.01321
Plectropomus leopardus,Leopard coralgrouper,Herwerden et. al 2009 Marine Biology 156:1595-1607,Taiwan,Taiwan,23.07,,,119.9,,,,HVR-I,24,,0.99,0.014,0.02899,0.01498
Sebastes flavidus ,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Salisbury Sound, AK",57.35284,,,-135.90911,,,1999,cyt b ,7,812,0.714,0.06841157,0.0013,0.000415761
Sebastes flavidus ,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Craig, AK",54.76883,,,-133.78431,,,1999,cyt b ,45,812,0.663,0.008944272,0.0013,0.000149071
Sebastes flavidus ,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,Canada ,"N. Vancouver Is., BC",50.875,,,-129.25,,,1999,cyt b ,95,812,0.64,0.004309109,0.0011,9.23E-05
Sebastes flavidus ,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,Canada ,"S. Vancouver Is., BC",49.12402,,,-126.67894,,,1999,cyt b ,85,812,0.517,0.006182518,0.0009,7.59E-05
Sebastes flavidus ,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Neah Bay, WA ",48.50554,,,-125.79765,,,1999,cyt b ,73,812,0.666,0.005383893,0.0012,0.000105337
Sebastes flavidus ,Yellowtail rockfish,Hess et al. 2011 Canadian Journal of Fisheries and Aquatic Sciences 68:89-104,United States,"Astoria, OR",46.075,,,-124.51761,,,1999,cyt b ,108,812,0.533,0.004811252,0.0009,7.70E-05
